timestamp,proposal,variant,dataset,collection,auc_pr,auc_roc,rw1_auc_pr,delta_pr,epochs,warmup,lam,tau,k,conf_mode,mc_samples,tau_u,extra,corr_anom_over_norm,corr_overlap,corr_anomaly_coverage,gate_auc_vs_label,window,batch,l1_weight,correction_rate
2026-07-16T11:14:36,5,h5,msl_id8,MSL,0.0249,0.8512,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.5532,0.0,0.0,0.931,50,256,0.001,0.001
2026-07-16T11:14:39,5,h5,opportunity_id3,OPPORTUNITY,0.4627,0.9944,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.7908,0.235,1.0,0.6504,50,256,1.0,0.001
2026-07-16T11:14:43,5,h5,opportunity_id3,OPPORTUNITY,0.4627,0.9944,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.7907,0.235,1.0,0.6696,50,256,0.01,0.001
2026-07-16T11:14:47,5,h5,opportunity_id3,OPPORTUNITY,0.462,0.9943,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.79,0.235,1.0,0.6384,50,256,0.001,0.001
2026-07-16T11:14:48,5,h5,opportunity_id3,OPPORTUNITY,0.4627,0.9944,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.7907,0.235,1.0,0.6453,50,256,0.1,0.001
2026-07-16T11:14:54,5,h5,opportunity_id3,OPPORTUNITY,0.0725,0.9293,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,3.0649,0.0121,0.0515,0.6716,50,256,0.001,0.01
2026-07-16T11:15:02,5,h5,opportunity_id3,OPPORTUNITY,0.0731,0.93,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,3.1041,0.0128,0.0545,0.6734,50,256,0.1,0.01
2026-07-16T11:15:10,5,h5,opportunity_id3,OPPORTUNITY,0.0729,0.9298,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,3.1035,0.0128,0.0545,0.6777,50,256,0.01,0.01
2026-07-16T11:15:20,5,h5,opportunity_id3,OPPORTUNITY,0.0218,0.7557,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.0679,0.0057,0.0242,0.6791,50,256,0.01,0.1
2026-07-16T11:15:23,5,h5,opportunity_id3,OPPORTUNITY,0.011,0.4959,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.996,0.0064,0.0273,0.669,50,256,0.001,0.1
2026-07-16T11:15:23,5,h5,opportunity_id3,OPPORTUNITY,0.0731,0.93,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,3.1045,0.0128,0.0545,0.6715,50,256,1.0,0.01
2026-07-16T11:15:44,5,h5,msl_id8,MSL,0.0063,0.4471,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.1038,0.0,0.0,0.8885,50,256,1.0,0.01
2026-07-16T11:15:44,5,h5,msl_id8,MSL,0.0053,0.33,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.0996,0.0,0.0,0.7907,50,256,0.1,0.01
2026-07-16T11:15:45,5,h5,msl_id8,MSL,0.023,0.7631,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.7691,0.0,0.0,0.8504,50,256,1.0,0.1
2026-07-16T11:15:45,5,h5,msl_id8,MSL,0.0104,0.6559,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.4767,0.0,0.0,0.9105,50,256,0.1,0.001
2026-07-16T11:15:45,5,h5,msl_id8,MSL,0.0187,0.3936,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.9763,0.035,0.2381,0.9743,50,256,0.1,0.1
2026-07-16T11:15:45,5,h5,msl_id8,MSL,0.0099,0.6431,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.4796,0.0,0.0,0.6468,50,256,0.01,0.001
2026-07-16T11:15:46,5,h5,msl_id8,MSL,0.4085,0.9952,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,2.4383,0.1469,1.0,0.9702,50,256,0.01,0.1
2026-07-16T11:15:46,5,h5,msl_id8,MSL,0.0107,0.5845,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.2273,0.0,0.0,0.8707,50,256,0.01,0.01
2026-07-16T11:15:47,5,h5,msl_id8,MSL,0.0242,0.6777,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.0498,0.035,0.2381,0.9823,50,256,0.001,0.1
2026-07-16T11:15:48,5,h5,msl_id8,MSL,0.0103,0.5688,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.3991,0.0,0.0,0.9618,50,256,0.001,0.01
2026-07-16T11:17:39,5,h5,opportunity_id6,OPPORTUNITY,0.7091,0.9957,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.9631,0.4298,1.0,0.6766,50,256,0.001,0.001
2026-07-16T11:17:52,5,h5,opportunity_id3,OPPORTUNITY,0.0172,0.6901,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.0575,0.0057,0.0242,0.6873,50,256,0.1,0.1
2026-07-16T11:18:02,5,h5,opportunity_id3,OPPORTUNITY,0.0169,0.6854,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.0565,0.0057,0.0242,0.6834,50,256,1.0,0.1
2026-07-16T11:19:33,5,h5,msl_id8,MSL,0.0102,0.6509,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.4763,0.0,0.0,0.8872,50,256,1.0,0.001
2026-07-16T11:19:48,5,h5,msl_id9,MSL,0.0265,0.3959,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.9263,0.018,0.029,0.4429,50,256,0.01,0.001
2026-07-16T11:19:48,5,h5,msl_id9,MSL,0.0281,0.4285,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.9252,0.018,0.029,0.4539,50,256,0.001,0.001
2026-07-16T11:19:49,5,h5,msl_id9,MSL,0.0296,0.4575,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.9277,0.018,0.029,0.4395,50,256,1.0,0.001
2026-07-16T11:19:49,5,h5,msl_id9,MSL,0.029,0.4418,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.9277,0.018,0.029,0.445,50,256,0.1,0.001
2026-07-16T11:21:39,5,h5,opportunity_id6,OPPORTUNITY,0.7094,0.9958,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.9638,0.4298,1.0,0.6835,50,256,1.0,0.001
2026-07-16T11:21:39,5,h5,opportunity_id6,OPPORTUNITY,0.0259,0.6176,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.0375,0.0121,0.0282,0.7488,50,256,1.0,0.1
2026-07-16T11:21:40,5,h5,opportunity_id6,OPPORTUNITY,0.0738,0.8769,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,2.2958,0.0133,0.031,0.7541,50,256,0.001,0.01
2026-07-16T11:21:46,5,h5,opportunity_id6,OPPORTUNITY,0.022,0.5448,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.0075,0.0048,0.0113,0.7452,50,256,0.001,0.1
2026-07-16T11:21:46,5,h5,opportunity_id6,OPPORTUNITY,0.7094,0.9958,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.9638,0.4298,1.0,0.6785,50,256,0.1,0.001
2026-07-16T11:21:47,5,h5,opportunity_id6,OPPORTUNITY,0.0749,0.8788,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,2.3371,0.0133,0.031,0.7442,50,256,1.0,0.01
2026-07-16T11:21:48,5,h5,opportunity_id6,OPPORTUNITY,0.0748,0.8787,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,2.3356,0.0133,0.031,0.7472,50,256,0.01,0.01
2026-07-16T11:21:48,5,h5,opportunity_id6,OPPORTUNITY,0.7094,0.9958,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.9637,0.4298,1.0,0.6688,50,256,0.01,0.001
2026-07-16T11:21:50,5,h5,opportunity_id6,OPPORTUNITY,0.0259,0.6175,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.0372,0.0121,0.0282,0.7439,50,256,0.1,0.1
2026-07-16T11:21:50,5,h5,opportunity_id6,OPPORTUNITY,0.0749,0.8788,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,2.337,0.0133,0.031,0.7354,50,256,0.1,0.01
2026-07-16T11:21:52,5,h5,opportunity_id6,OPPORTUNITY,0.0267,0.6352,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.0378,0.0073,0.0169,0.7362,50,256,0.01,0.1
2026-07-16T11:23:50,5,h5,msl_id9,MSL,0.0281,0.4452,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.7608,0.018,0.029,0.4586,50,256,1.0,0.01
2026-07-16T11:23:51,5,h5,msl_id9,MSL,0.0298,0.4856,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.7604,0.018,0.029,0.4573,50,256,0.1,0.01
2026-07-16T11:23:51,5,h5,msl_id9,MSL,0.0339,0.5552,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.8291,0.018,0.029,0.4521,50,256,1.0,0.1
2026-07-16T11:23:51,5,h5,msl_id9,MSL,0.0455,0.543,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.0748,0.0541,0.087,0.4471,50,256,0.001,0.1
2026-07-16T11:23:51,5,h5,msl_id9,MSL,0.0305,0.4973,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.8157,0.018,0.029,0.47,50,256,0.1,0.1
2026-07-16T11:23:51,5,h5,msl_id9,MSL,0.0274,0.4532,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.9549,0.018,0.029,0.4548,50,256,0.01,0.1
2026-07-16T11:23:52,5,h5,msl_id9,MSL,0.0286,0.4578,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.7803,0.018,0.029,0.4648,50,256,0.01,0.01
2026-07-16T11:23:52,5,h5,msl_id9,MSL,0.031,0.488,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.8527,0.018,0.029,0.4591,50,256,0.001,0.01
2026-07-16T11:27:03,5,h5,opportunity_id8,OPPORTUNITY,0.3699,0.9804,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.7078,0.4144,0.8944,0.6241,50,256,0.1,0.001
2026-07-16T11:27:04,5,h5,opportunity_id8,OPPORTUNITY,0.3692,0.9804,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.7071,0.4144,0.8944,0.6038,50,256,0.001,0.001
2026-07-16T11:27:07,5,h5,opportunity_id8,OPPORTUNITY,0.3698,0.9804,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.7077,0.4144,0.8944,0.6142,50,256,0.01,0.001
2026-07-16T11:27:09,5,h5,opportunity_id8,OPPORTUNITY,0.0566,0.8185,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.6485,0.0119,0.0256,0.6677,50,256,0.001,0.01
2026-07-16T11:27:09,5,h5,opportunity_id8,OPPORTUNITY,0.3699,0.9804,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.7078,0.4144,0.8944,0.6062,50,256,1.0,0.001
2026-07-16T11:30:40,5,h5,opportunity_id1,OPPORTUNITY,0.4227,0.9774,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.6708,0.366,0.6269,0.5747,50,256,0.01,0.001
2026-07-16T11:30:40,5,h5,opportunity_id1,OPPORTUNITY,0.422,0.9774,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.6702,0.366,0.6269,0.6153,50,256,0.001,0.001
2026-07-16T11:30:44,5,h5,opportunity_id1,OPPORTUNITY,0.0262,0.4821,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.9935,0.0146,0.025,0.7204,50,256,0.001,0.1
2026-07-16T11:30:44,5,h5,opportunity_id1,OPPORTUNITY,0.0528,0.7591,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.3672,0.0162,0.0277,0.7029,50,256,1.0,0.01
2026-07-16T11:30:54,5,h5,opportunity_id1,OPPORTUNITY,0.0528,0.7591,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.3673,0.0162,0.0277,0.7047,50,256,0.1,0.01
2026-07-16T11:30:56,5,h5,opportunity_id8,OPPORTUNITY,0.0223,0.5022,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.9957,0.0148,0.032,0.676,50,256,0.001,0.1
2026-07-16T11:30:58,5,h5,opportunity_id8,OPPORTUNITY,0.0574,0.8212,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.679,0.0126,0.0272,0.6788,50,256,1.0,0.01
2026-07-16T11:31:01,5,h5,opportunity_id8,OPPORTUNITY,0.0367,0.6808,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.049,0.0423,0.0912,0.6773,50,256,0.01,0.1
2026-07-16T11:31:03,5,h5,opportunity_id8,OPPORTUNITY,0.0351,0.6726,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.0508,0.0334,0.072,0.7081,50,256,0.1,0.1
2026-07-16T11:31:04,5,h5,opportunity_id8,OPPORTUNITY,0.0347,0.6704,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.0505,0.0334,0.072,0.7013,50,256,1.0,0.1
2026-07-16T11:31:12,5,h5,opportunity_id8,OPPORTUNITY,0.0574,0.8212,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.6789,0.0126,0.0272,0.688,50,256,0.1,0.01
2026-07-16T11:31:18,5,h5,opportunity_id8,OPPORTUNITY,0.0573,0.8207,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.6745,0.0119,0.0256,0.6925,50,256,0.01,0.01
2026-07-16T11:31:52,5,h5,msl_id4,MSL,0.0612,0.8023,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,2.1746,0.0523,0.1268,0.7324,50,256,1.0,0.001
2026-07-16T11:31:52,5,h5,msl_id4,MSL,0.0614,0.8032,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,2.1665,0.0523,0.1268,0.7469,50,256,0.01,0.001
2026-07-16T11:31:52,5,h5,msl_id4,MSL,0.0339,0.5606,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.9248,0.0523,0.1268,0.8275,50,256,0.001,0.01
2026-07-16T11:31:52,5,h5,msl_id4,MSL,0.0612,0.8023,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,2.1748,0.0523,0.1268,0.6974,50,256,0.1,0.001
2026-07-16T11:31:52,5,h5,msl_id4,MSL,0.0629,0.809,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,2.1593,0.0523,0.1268,0.8165,50,256,0.001,0.001
2026-07-16T11:31:53,5,h5,msl_id4,MSL,0.0356,0.5111,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,2.0789,0.0407,0.0986,0.8094,50,256,0.01,0.01
2026-07-16T11:31:53,5,h5,msl_id4,MSL,0.0347,0.5306,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,2.2048,0.0349,0.0845,0.8148,50,256,0.1,0.01
2026-07-16T11:31:53,5,h5,msl_id4,MSL,0.0322,0.5704,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,2.2033,0.0407,0.0986,0.8134,50,256,1.0,0.01
2026-07-16T11:33:11,5,h5,opportunity_id1,OPPORTUNITY,0.0528,0.7588,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.3671,0.0162,0.0277,0.7037,50,256,0.01,0.01
2026-07-16T11:33:13,5,h5,opportunity_id1,OPPORTUNITY,0.0525,0.7573,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.3614,0.017,0.0291,0.706,50,256,0.001,0.01
2026-07-16T11:33:17,5,h5,opportunity_id1,OPPORTUNITY,0.4228,0.9774,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.6708,0.366,0.6269,0.626,50,256,1.0,0.001
2026-07-16T11:33:26,5,h5,opportunity_id1,OPPORTUNITY,0.4228,0.9774,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.6708,0.366,0.6269,0.6496,50,256,0.1,0.001
2026-07-16T11:34:42,5,h5,opportunity_id1,OPPORTUNITY,0.0466,0.7,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.0495,0.0324,0.0555,0.7154,50,256,0.01,0.1
2026-07-16T11:34:48,5,h5,opportunity_id1,OPPORTUNITY,0.0444,0.691,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.0518,0.0283,0.0485,0.7187,50,256,1.0,0.1
2026-07-16T11:35:00,5,h5,opportunity_id1,OPPORTUNITY,0.0444,0.6906,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.0515,0.0291,0.0499,0.7205,50,256,0.1,0.1
2026-07-16T11:35:47,5,h5,msl_id12,MSL,0.0609,0.5722,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,6.5547,0.0541,0.2308,0.7897,50,256,0.01,0.01
2026-07-16T11:35:47,5,h5,msl_id12,MSL,0.0638,0.6309,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,4.3826,0.0541,0.2308,0.7825,50,256,0.01,0.001
2026-07-16T11:35:47,5,h5,msl_id12,MSL,0.0578,0.5144,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.6108,0.036,0.1538,0.7575,50,256,0.001,0.1
2026-07-16T11:35:47,5,h5,msl_id12,MSL,0.0641,0.7195,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,6.9676,0.0545,0.2308,0.7995,50,256,0.1,0.01
2026-07-16T11:35:48,5,h5,msl_id12,MSL,0.0623,0.6572,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,6.9542,0.0541,0.2308,0.7962,50,256,1.0,0.01
2026-07-16T11:35:48,5,h5,msl_id12,MSL,0.0116,0.4334,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.8534,0.009,0.0385,0.775,50,256,0.01,0.1
2026-07-16T11:35:48,5,h5,msl_id12,MSL,0.0672,0.6477,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,4.2978,0.0541,0.2308,0.78,50,256,0.001,0.001
2026-07-16T11:35:53,5,h5,msl_id4,MSL,0.0376,0.5766,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,2.0134,0.064,0.1549,0.7288,50,256,0.1,0.1
2026-07-16T11:35:54,5,h5,msl_id4,MSL,0.0287,0.5739,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.8978,0.0058,0.0141,0.7682,50,256,1.0,0.1
2026-07-16T11:36:20,5,h5,msl_id12,MSL,0.0637,0.6327,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,4.812,0.0541,0.2308,0.7435,50,256,0.001,0.01
2026-07-16T11:36:20,5,h5,msl_id12,MSL,0.0645,0.6684,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,4.3984,0.0541,0.2308,0.7765,50,256,0.1,0.001
