timestamp,proposal,variant,dataset,collection,auc_pr,auc_roc,rw1_auc_pr,delta_pr,epochs,warmup,lam,tau,k,conf_mode,mc_samples,tau_u,extra,corr_anom_over_norm,corr_overlap,corr_anomaly_coverage,gate_auc_vs_label,window,batch,l1_weight,correction_rate
2026-07-17T08:56:46,1,basic,opportunity_id3,OPPORTUNITY,0.4623,0.9944,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,1.7903,0.235,1.0,0.2815,50,256,0.001,0.001
2026-07-17T08:56:49,1,basic,opportunity_id3,OPPORTUNITY,0.4627,0.9944,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,1.7907,0.235,1.0,0.2864,50,256,0.01,0.001
2026-07-17T08:56:50,1,basic,opportunity_id3,OPPORTUNITY,0.4627,0.9944,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,1.7907,0.235,1.0,0.2606,50,256,0.1,0.001
2026-07-17T08:56:50,1,basic,opportunity_id3,OPPORTUNITY,0.4627,0.9944,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,1.7908,0.235,1.0,0.3525,50,256,1.0,0.001
2026-07-17T09:00:43,1,basic,opportunity_id3,OPPORTUNITY,0.0732,0.93,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,3.0877,0.0128,0.0545,0.307,50,256,0.001,0.01
2026-07-17T09:00:44,1,basic,opportunity_id3,OPPORTUNITY,0.073,0.9299,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,3.1044,0.0128,0.0545,0.3224,50,256,0.01,0.01
2026-07-17T09:04:41,1,basic,opportunity_id3,OPPORTUNITY,0.0219,0.7562,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,1.0695,0.0071,0.0303,0.3654,50,256,0.01,0.1
2026-07-17T09:04:41,1,basic,opportunity_id3,OPPORTUNITY,0.0731,0.93,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,3.1043,0.0128,0.0545,0.2796,50,256,0.1,0.01
2026-07-17T09:04:42,1,basic,opportunity_id3,OPPORTUNITY,0.009,0.4012,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,0.9812,0.0057,0.0242,0.3515,50,256,0.001,0.1
2026-07-17T09:04:43,1,basic,opportunity_id3,OPPORTUNITY,0.0731,0.93,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,3.1045,0.0128,0.0545,0.3959,50,256,1.0,0.01
2026-07-17T09:04:54,1,basic,msl_id8,MSL,0.0186,0.8067,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,0.5311,0.0,0.0,0.7127,50,256,0.001,0.001
2026-07-17T09:04:54,1,basic,msl_id8,MSL,0.0113,0.6854,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,0.4811,0.0,0.0,0.716,50,256,0.01,0.001
2026-07-17T09:08:33,1,basic,opportunity_id3,OPPORTUNITY,0.0169,0.6861,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,1.0567,0.0057,0.0242,0.4112,50,256,1.0,0.1
2026-07-17T09:08:37,1,basic,opportunity_id3,OPPORTUNITY,0.0171,0.6884,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,1.057,0.0057,0.0242,0.3347,50,256,0.1,0.1
2026-07-17T09:08:55,1,basic,msl_id8,MSL,0.0103,0.6551,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,0.4767,0.0,0.0,0.6961,50,256,0.1,0.001
2026-07-17T09:08:55,1,basic,msl_id8,MSL,0.0102,0.6509,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,0.4763,0.0,0.0,0.7138,50,256,1.0,0.001
2026-07-17T09:08:55,1,basic,msl_id8,MSL,0.0122,0.6552,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,0.339,0.0,0.0,0.7127,50,256,0.001,0.01
2026-07-17T09:08:57,1,basic,msl_id8,MSL,0.0074,0.3945,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,0.1757,0.0,0.0,0.6959,50,256,0.01,0.01
2026-07-17T09:12:54,1,basic,msl_id8,MSL,0.3714,0.9804,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,1.7012,0.1329,0.9048,0.4852,50,256,0.01,0.1
2026-07-17T09:12:54,1,basic,msl_id8,MSL,0.006,0.4137,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,0.1025,0.0,0.0,0.7264,50,256,1.0,0.01
2026-07-17T09:12:55,1,basic,msl_id8,MSL,0.0114,0.6686,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,0.9623,0.0,0.0,0.8811,50,256,0.001,0.1
2026-07-17T09:12:55,1,basic,msl_id8,MSL,0.007,0.4945,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,0.1048,0.0,0.0,0.7292,50,256,0.1,0.01
2026-07-17T09:16:55,1,basic,msl_id8,MSL,0.0252,0.797,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,0.836,0.007,0.0476,0.7115,50,256,1.0,0.1
2026-07-17T09:16:55,1,basic,msl_id8,MSL,0.0112,0.4779,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,0.8443,0.014,0.0952,0.8215,50,256,0.1,0.1
2026-07-17T09:18:59,1,basic,opportunity_id6,OPPORTUNITY,0.7093,0.9958,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,1.9634,0.4298,1.0,0.4413,50,256,0.001,0.001
2026-07-17T09:19:02,1,basic,opportunity_id6,OPPORTUNITY,0.7094,0.9958,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,1.9637,0.4298,1.0,0.4133,50,256,0.01,0.001
2026-07-17T09:22:57,1,basic,opportunity_id6,OPPORTUNITY,0.0748,0.8787,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,2.3367,0.0133,0.031,0.5921,50,256,0.01,0.01
2026-07-17T09:22:58,1,basic,opportunity_id6,OPPORTUNITY,0.7094,0.9958,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,1.9638,0.4298,1.0,0.4017,50,256,0.1,0.001
2026-07-17T09:23:00,1,basic,opportunity_id6,OPPORTUNITY,0.0743,0.8777,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,2.306,0.0133,0.031,0.653,50,256,0.001,0.01
2026-07-17T09:23:01,1,basic,opportunity_id6,OPPORTUNITY,0.7094,0.9958,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,1.9638,0.4298,1.0,0.4147,50,256,1.0,0.001
2026-07-17T09:28:51,1,basic,msl_id9,MSL,0.0284,0.4264,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,0.924,0.018,0.029,0.4525,50,256,0.001,0.001
2026-07-17T09:29:20,1,basic,opportunity_id6,OPPORTUNITY,0.0229,0.5309,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,1.0064,0.0206,0.0479,0.6158,50,256,0.001,0.1
2026-07-17T09:29:22,1,basic,opportunity_id6,OPPORTUNITY,0.0267,0.6338,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,1.0381,0.0097,0.0225,0.6208,50,256,0.01,0.1
2026-07-17T09:29:22,1,basic,opportunity_id6,OPPORTUNITY,0.0749,0.8788,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,2.3371,0.0133,0.031,0.6353,50,256,0.1,0.01
2026-07-17T09:29:25,1,basic,opportunity_id6,OPPORTUNITY,0.0749,0.8788,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,2.337,0.0133,0.031,0.6271,50,256,1.0,0.01
2026-07-17T09:30:56,1,basic,opportunity_id6,OPPORTUNITY,0.0258,0.617,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,1.0373,0.0121,0.0282,0.607,50,256,1.0,0.1
2026-07-17T09:31:00,1,basic,opportunity_id6,OPPORTUNITY,0.0259,0.6175,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,1.0373,0.0121,0.0282,0.6206,50,256,0.1,0.1
2026-07-17T09:32:52,1,basic,msl_id9,MSL,0.034,0.548,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,0.8322,0.018,0.029,0.4846,50,256,0.001,0.01
2026-07-17T09:32:52,1,basic,msl_id9,MSL,0.0291,0.4414,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,0.9278,0.018,0.029,0.485,50,256,1.0,0.001
2026-07-17T09:35:41,1,basic,msl_id9,MSL,0.0275,0.4253,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,0.9269,0.018,0.029,0.4415,50,256,0.01,0.001
2026-07-17T09:35:41,1,basic,msl_id9,MSL,0.029,0.4472,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,0.9278,0.018,0.029,0.4659,50,256,0.1,0.001
2026-07-17T09:36:49,1,basic,msl_id9,MSL,0.0274,0.4693,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,0.9536,0.009,0.0145,0.4902,50,256,0.001,0.1
2026-07-17T09:36:50,1,basic,msl_id9,MSL,0.0279,0.4429,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,0.7606,0.018,0.029,0.4678,50,256,1.0,0.01
2026-07-17T09:36:50,1,basic,msl_id9,MSL,0.0292,0.47,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,0.7603,0.018,0.029,0.4697,50,256,0.1,0.01
2026-07-17T09:36:50,1,basic,msl_id9,MSL,0.0297,0.481,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,0.7777,0.018,0.029,0.4641,50,256,0.01,0.01
2026-07-17T09:40:52,1,basic,msl_id9,MSL,0.0345,0.5653,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,0.8583,0.018,0.029,0.4862,50,256,1.0,0.1
2026-07-17T09:40:52,1,basic,msl_id9,MSL,0.0289,0.4776,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,0.844,0.018,0.029,0.4772,50,256,0.1,0.1
2026-07-17T09:40:53,1,basic,msl_id9,MSL,0.0318,0.4541,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,0.9552,0.036,0.058,0.5039,50,256,0.01,0.1
2026-07-17T09:44:45,1,basic,opportunity_id8,OPPORTUNITY,0.3695,0.9804,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,1.7073,0.4144,0.8944,0.3038,50,256,0.001,0.001
2026-07-17T09:48:23,1,basic,opportunity_id8,OPPORTUNITY,0.3699,0.9804,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,1.7078,0.4144,0.8944,0.3054,50,256,1.0,0.001
2026-07-17T09:48:25,1,basic,opportunity_id8,OPPORTUNITY,0.0568,0.8191,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,1.6541,0.0126,0.0272,0.4479,50,256,0.001,0.01
2026-07-17T09:48:28,1,basic,opportunity_id8,OPPORTUNITY,0.3698,0.9804,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,1.7078,0.4144,0.8944,0.3385,50,256,0.01,0.001
2026-07-17T09:48:30,1,basic,opportunity_id8,OPPORTUNITY,0.3699,0.9804,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,1.7078,0.4144,0.8944,0.3206,50,256,0.1,0.001
2026-07-17T09:52:26,1,basic,opportunity_id8,OPPORTUNITY,0.0574,0.8212,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,1.679,0.0126,0.0272,0.4242,50,256,0.1,0.01
2026-07-17T09:52:27,1,basic,opportunity_id8,OPPORTUNITY,0.0574,0.8212,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,1.679,0.0126,0.0272,0.3951,50,256,1.0,0.01
2026-07-17T09:52:28,1,basic,opportunity_id8,OPPORTUNITY,0.0573,0.8209,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,1.676,0.0126,0.0272,0.4033,50,256,0.01,0.01
2026-07-17T09:56:25,1,basic,opportunity_id8,OPPORTUNITY,0.0385,0.6824,,,200,10,1.0,2.0,1.0,basic,,,lam_mode=auto_tr,1.0505,0.0534,0.1152,0.4235,50,256,0.01,0.1
