timestamp,proposal,variant,dataset,collection,auc_pr,auc_roc,rw1_auc_pr,delta_pr,epochs,warmup,lam,tau,k,conf_mode,mc_samples,tau_u,extra,corr_anom_over_norm,corr_overlap,corr_anomaly_coverage,gate_auc_vs_label,window,batch,l1_weight,correction_rate
2026-07-17T15:56:55,4,gradnorm_wb,opportunity_id3,OPPORTUNITY,0.2742,0.9856,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.5904,0.235,1.0,0.2913,50,256,0.01,0.001
2026-07-17T15:56:56,4,gradnorm_wb,opportunity_id3,OPPORTUNITY,0.3628,0.9911,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.6511,0.235,1.0,0.3218,50,256,0.1,0.001
2026-07-17T15:56:56,4,gradnorm_wb,opportunity_id3,OPPORTUNITY,0.339,0.9901,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.6328,0.235,1.0,0.2482,50,256,0.001,0.001
2026-07-17T15:56:59,4,gradnorm_wb,opportunity_id3,OPPORTUNITY,0.2907,0.9871,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.598,0.235,1.0,0.3077,50,256,1.0,0.001
2026-07-17T16:04:58,4,gradnorm_wb,opportunity_id3,OPPORTUNITY,0.0705,0.9278,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,2.9765,0.0142,0.0606,0.3377,50,256,0.1,0.01
2026-07-17T16:04:58,4,gradnorm_wb,opportunity_id3,OPPORTUNITY,0.0696,0.9269,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,2.9567,0.0142,0.0606,0.2803,50,256,0.01,0.01
2026-07-17T16:04:59,4,gradnorm_wb,opportunity_id3,OPPORTUNITY,0.0651,0.9214,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,2.8262,0.0142,0.0606,0.2705,50,256,0.001,0.01
2026-07-17T16:05:00,4,gradnorm_wb,opportunity_id3,OPPORTUNITY,0.0709,0.9284,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,2.9863,0.0164,0.0697,0.3272,50,256,1.0,0.01
2026-07-17T16:12:49,4,gradnorm_wb,opportunity_id3,OPPORTUNITY,0.0091,0.4144,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.9836,0.0036,0.0152,0.3745,50,256,0.001,0.1
2026-07-17T16:12:50,4,gradnorm_wb,opportunity_id3,OPPORTUNITY,0.0106,0.5068,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.987,0.0,0.0,0.3949,50,256,0.1,0.1
